REF_AREA,Origin,Destination,TIME_PERIOD,Percentage_of_students
BRA,Brazil,Denmark,2022,0.029155733
BRA,Brazil,Montserrat,2022,0
BRA,Brazil,Guatemala,2022,0.25407139
BRA,Brazil,Holy See,2022,0
BRA,Brazil,Ireland,2022,0.020825524
BRA,Brazil,Tuvalu,2022,0
BRA,Brazil,Dominican Republic,2022,0.212420342
BRA,Brazil,Kazakhstan,2022,0.00833021
BRA,Brazil,Other countries unspecified,2022,0.633095922
BRA,Brazil,Japan,2022,5.947769586
BRA,Brazil,China,2022,1.049606398
BRA,Brazil,Libya,2022,0.020825524
BRA,Brazil,Zambia,2022,0.00833021
BRA,Brazil,Algeria,2022,0.058311467
BRA,Brazil,Timor-Leste,2022,0.279062018
BRA,Brazil,Comoros,2022,0
BRA,Brazil,Burkina Faso,2022,0.062476571
BRA,Brazil,Tokelau,2022,0
BRA,Brazil,Myanmar,2022,0.004165105
BRA,Brazil,Azerbaijan,2022,0.004165105
BRA,Brazil,Democratic Republic of the Congo,2022,0.478987047
BRA,Brazil,United Arab Emirates,2022,0.004165105
BRA,Brazil,Bhutan,2022,0.012495314
EU25,European Union (25 countries),Nepal,2022,0.234085015
EU25,European Union (25 countries),New Zealand,2022,0.046696107
EU25,European Union (25 countries),Tonga,2022,0.000182181
EU25,European Union (25 countries),Italy,2022,3.438577083
EU25,European Union (25 countries),Congo,2022,0.285153216
EU25,European Union (25 countries),Grenada,2022,0.00230762
EU25,European Union (25 countries),Belgium,2022,0.814100474
EU25,European Union (25 countries),Curaçao,2022,0.000910903
EU25,European Union (25 countries),Thailand,2022,0.142232748
EU25,European Union (25 countries),Latin America and the Caribbean unspecified,2022,0.00309707
EU25,European Union (25 countries),Bosnia and Herzegovina,2022,0.409660118
EU25,European Union (25 countries),Brunei Darussalam,2022,0.004129426
EU25,European Union (25 countries),Slovak Republic,2022,1.713000691
EU25,European Union (25 countries),Slovenia,2022,0.1422121
EU25,European Union (25 countries),United States,2022,1.586513055
EU25,European Union (25 countries),Czechia,2022,0.514085623
EU25,European Union (25 countries),Sweden,2022,0.463418975
EU25,European Union (25 countries),Jamaica,2022,0.011678468
EU25,European Union (25 countries),Latin America and the Caribbean,2022,7.165836059
EU25,European Union (25 countries),Uruguay,2022,0.051099821
EU25,European Union (25 countries),Hong Kong,2022,0.041774496
EU25,European Union (25 countries),South Africa,2022,0.186882754
BRA,Brazil,Turkmenistan,2022,0.004165105
BRA,Brazil,Andorra,2022,0.029155733
BRA,Brazil,Anguilla,2022,0.058311467
BRA,Brazil,Slovak Republic,2022,0.00833021
BRA,Brazil,Turkey,2022,0.07913699
BRA,Brazil,Madagascar,2022,0.012495314
BRA,Brazil,Angola,2022,6.989045775
BRA,Brazil,Argentina,2022,4.606605856
BRA,Brazil,Kyrgyzstan,2022,0.00833021
BRA,Brazil,Bahamas,2022,0.037485943
BRA,Brazil,Turks and Caicos Islands,2022,0
BRA,Brazil,Cameroon,2022,0.266566704
BRA,Brazil,Gambia,2022,0.012495314
BRA,Brazil,Slovenia,2022,0
BRA,Brazil,United Kingdom,2022,1.17455954
BRA,Brazil,Malaysia,2022,0
BRA,Brazil,Iraq,2022,0.045816152
BRA,Brazil,Antigua and Barbuda,2022,0.054146362
BRA,Brazil,Botswana,2022,0.045816152
BRA,Brazil,Bangladesh,2022,0.024990629
BRA,Brazil,Estonia,2022,0.020825524
BRA,Brazil,Kosovo,2022,0.004165105
BRA,Brazil,Sint Maarten,2022,0
BRA,Brazil,Palau,2022,0.00833021
BRA,Brazil,Viet Nam,2022,0.033320838
BRA,Brazil,Moldova,2022,0
BRA,Brazil,Malawi,2022,0.004165105
BRA,Brazil,Uzbekistan,2022,0.116622933
BRA,Brazil,Cuba,2022,1.474447082
BRA,Brazil,Tanzania,2022,0.037485943
BRA,Brazil,Samoa,2022,0
BRA,Brazil,C�te d'Ivoire,2022,0.233245866
BRA,Brazil,South Sudan,2022,0
BRA,Brazil,France,2022,0.991294931
BRA,Brazil,Saint Vincent and the Grenadines,2022,0.004165105
BRA,Brazil,Monaco,2022,0
BRA,Brazil,Lithuania,2022,0.016660419
BRA,Brazil,Guinea,2022,0.137448457
BRA,Brazil,Suriname,2022,0.054146362
BRA,Brazil,Trinidad and Tobago,2022,0.00833021
BRA,Brazil,Seychelles,2022,0
BRA,Brazil,Senegal,2022,0.199925028
BRA,Brazil,Europe unspecified,2022,0
BRA,Brazil,Togo,2022,0.108292724
BRA,Brazil,Sierra Leone,2022,0.00833021
BRA,Brazil,Solomon Islands,2022,0
BRA,Brazil,Yemen,2022,0
BRA,Brazil,Venezuela,2022,4.918988713
BRA,Brazil,Finland,2022,0.00833021
BRA,Brazil,Nigeria,2022,0.545628723
BRA,Brazil,Uganda,2022,0.00833021
BRA,Brazil,Zimbabwe,2022,0.037485943
BRA,Brazil,Asia,2022,10.15036028
BRA,Brazil,Egypt,2022,0.099962514
BRA,Brazil,Northern America unspecified,2022,0
BRA,Brazil,Ethiopia,2022,0.033320838
BRA,Brazil,Sri Lanka,2022,0.00833021
BRA,Brazil,Gabon,2022,0.262401599
BRA,Brazil,Kuwait,2022,0
BRA,Brazil,Fiji,2022,0
BRA,Brazil,Djibouti,2022,0
BRA,Brazil,Oceania unspecified,2022,0
BRA,Brazil,Lebanon,2022,0.249906285
BRA,Brazil,Ghana,2022,0.408180266
BRA,Brazil,Asia unspecified,2022,0
BRA,Brazil,El Salvador,2022,0.249906285
BRA,Brazil,Tunisia,2022,0.012495314
BRA,Brazil,World,2022,100
BRA,Brazil,Dominica,2022,0.016660419
BRA,Brazil,Cabo Verde,2022,1.399475197
BRA,Brazil,Gibraltar,2022,0
BRA,Brazil,Vanuatu,2022,0.004165105
BRA,Brazil,Guinea-Bissau,2022,5.102253322
BRA,Brazil,Albania,2022,0.187429714
EU25,European Union (25 countries),Turks and Caicos Islands,2022,6.07E-05
EU25,European Union (25 countries),Lithuania,2022,0.282377315
EU25,European Union (25 countries),Guinea,2022,0.228728859
BRA,Brazil,Greece,2022,0.045816152
BRA,Brazil,Chad,2022,0.00833021
BRA,Brazil,North Macedonia,2022,0
BRA,Brazil,Morocco,2022,0.07913699
BRA,Brazil,New Zealand,2022,0.00833021
BRA,Brazil,India,2022,0.116622933
BRA,Brazil,Burundi,2022,0.016660419
BRA,Brazil,Korea,2022,0.00833021
BRA,Brazil,Iran,2022,0.287392228
BRA,Brazil,Honduras,2022,0.678912075
BGR,Bulgaria,Northern America,2022,1.080263021
BGR,Bulgaria,Lesotho,2022,0
BGR,Bulgaria,Lao People’s Democratic Republic,2022,0
BGR,Bulgaria,Democratic Republic of the Congo,2022,0
BGR,Bulgaria,Timor-Leste,2022,0
BGR,Bulgaria,Chile,2022,0
BGR,Bulgaria,Comoros,2022,0
BGR,Bulgaria,Burkina Faso,2022,0
BGR,Bulgaria,Myanmar,2022,0
BGR,Bulgaria,Kyrgyzstan,2022,0.271370421
BGR,Bulgaria,Australia,2022,0.083498591
BGR,Bulgaria,Japan,2022,0.245277111
BGR,Bulgaria,United Arab Emirates,2022,0.287026406
BGR,Bulgaria,Azerbaijan,2022,0.02609331
BGR,Bulgaria,Libya,2022,0.067842605
BGR,Bulgaria,Tonga,2022,0
BRA,Brazil,Congo,2022,0.416510475
BRA,Brazil,Grenada,2022,0
BRA,Brazil,Curaçao,2022,0
BRA,Brazil,Mexico,2022,0.870506893
BRA,Brazil,Serbia,2022,0.00833021
BRA,Brazil,Liberia,2022,0
BRA,Brazil,Guyana,2022,0.074971886
BRA,Brazil,Africa unspecified,2022,0.012495314
BRA,Brazil,Italy,2022,1.616060644
BRA,Brazil,Tonga,2022,0
BRA,Brazil,Latin America and the Caribbean unspecified,2022,0
BRA,Brazil,Sudan,2022,0
BRA,Brazil,United States,2022,7.580490649
BRA,Brazil,Maldives,2022,0
BRA,Brazil,Sweden,2022,0.041651048
BRA,Brazil,Latin America and the Caribbean,2022,48.43600317
BRA,Brazil,Hong Kong,2022,0.062476571
BRA,Brazil,South Africa,2022,0.33320838
BRA,Brazil,Uruguay,2022,2.519888375
BRA,Brazil,Saint Lucia,2022,0.00833021
BRA,Brazil,Nepal,2022,0.012495314
BRA,Brazil,Mozambique,2022,2.544879004
BRA,Brazil,Micronesia,2022,0.004165105
BRA,Brazil,Czechia,2022,0.012495314
BRA,Brazil,Costa Rica,2022,0.204090133
BRA,Brazil,Syrian Arab Republic,2022,0.433170894
BRA,Brazil,Peru,2022,6.210171186
BRA,Brazil,Philippines,2022,0.074971886
BRA,Brazil,Qatar,2022,0
BRA,Brazil,Niger,2022,0
BRA,Brazil,Saint Kitts and Nevis,2022,0
BRA,Brazil,Sao Tome and Principe,2022,0.329043275
BRA,Brazil,Russia,2022,0.233245866
BRA,Brazil,Nicaragua,2022,0.162439085
BRA,Brazil,Nauru,2022,0
BRA,Brazil,Niue,2022,0
BRA,Brazil,Jamaica,2022,0.158273981
BRA,Brazil,Aruba,2022,0.004165105
BRA,Brazil,Colombia,2022,7.109833812
BRA,Brazil,Romania,2022,0.045816152
BRA,Brazil,Israel,2022,0.074971886
BRA,Brazil,Portugal,2022,2.928068641
BRA,Brazil,Armenia,2022,0.049981257
BRA,Brazil,Ukraine,2022,0.054146362
BRA,Brazil,Bosnia and Herzegovina,2022,0.024990629
BRA,Brazil,Mali,2022,0.016660419
BRA,Brazil,Singapore,2022,0.00833021
BRA,Brazil,Afghanistan,2022,0.187429714
BRA,Brazil,Cook Islands,2022,0
BRA,Brazil,Papua New Guinea,2022,0.012495314
BRA,Brazil,Canada,2022,0.1749344
BRA,Brazil,Bahrain,2022,0.020825524
BRA,Brazil,Macau,2022,0.012495314
BRA,Brazil,Spain,2022,0.966304303
BRA,Brazil,Georgia,2022,0
BRA,Brazil,Thailand,2022,0
EU25,European Union (25 countries),Liberia,2022,0.008959569
EU25,European Union (25 countries),Guyana,2022,0.017635479
EU25,European Union (25 countries),Maldives,2022,0.002368347
BRA,Brazil,Hungary,2022,0.020825524
BRA,Brazil,Haiti,2022,4.739889208
BRA,Brazil,Cambodia,2022,0.004165105
BRA,Brazil,Mongolia,2022,0
BRA,Brazil,Montenegro,2022,0
BRA,Brazil,Palestinian Authority or West Bank and Gaza Strip,2022,0.041651048
BRA,Brazil,Poland,2022,0.062476571
BRA,Brazil,Oman,2022,0.00833021
BRA,Brazil,Pakistan,2022,0.204090133
BRA,Brazil,Kiribati,2022,0.00833021
BRA,Brazil,Panama,2022,0.158273981
BRA,Brazil,Eritrea,2022,0.004165105
BGR,Bulgaria,Kuwait,2022,0.073061267
BGR,Bulgaria,Gabon,2022,0
BGR,Bulgaria,Zimbabwe,2022,0.052186619
BGR,Bulgaria,El Salvador,2022,0.005218662
BGR,Bulgaria,Lebanon,2022,0.396618307
BGR,Bulgaria,Gibraltar,2022,0
BGR,Bulgaria,Vanuatu,2022,0
BGR,Bulgaria,Ghana,2022,0.015655986
BGR,Bulgaria,Namibia,2022,0.005218662
BGR,Bulgaria,Yemen,2022,0.067842605
BGR,Bulgaria,Dominica,2022,0
BGR,Bulgaria,World,2022,100
BGR,Bulgaria,Albania,2022,1.445569356
BGR,Bulgaria,Guinea-Bissau,2022,0
BGR,Bulgaria,Zambia,2022,0.015655986
BGR,Bulgaria,Rwanda,2022,0
BGR,Bulgaria,Tunisia,2022,0.067842605
BGR,Bulgaria,Tokelau,2022,0
BGR,Bulgaria,Jordan,2022,0.13568521
BGR,Bulgaria,Mauritania,2022,0
BGR,Bulgaria,Africa,2022,1.836969001
BGR,Bulgaria,Greece,2022,22.84730195
BGR,Bulgaria,Serbia,2022,3.18338378
BGR,Bulgaria,New Zealand,2022,0.02609331
BGR,Bulgaria,Bhutan,2022,0.005218662
BGR,Bulgaria,Grenada,2022,0
BGR,Bulgaria,Cabo Verde,2022,0.020874648
BGR,Bulgaria,North Macedonia,2022,5.719653481
BGR,Bulgaria,Curaçao,2022,0
BGR,Bulgaria,Morocco,2022,0.146122534
BGR,Bulgaria,Congo,2022,0.005218662
BGR,Bulgaria,Chad,2022,0
BGR,Bulgaria,Holy See,2022,0
BGR,Bulgaria,Mauritius,2022,0
BGR,Bulgaria,Europe,2022,80.13255401
BGR,Bulgaria,Tajikistan,2022,0.010437324
BGR,Bulgaria,Bermuda,2022,0
BGR,Bulgaria,Luxembourg,2022,0.020874648
BGR,Bulgaria,Liechtenstein,2022,0
BGR,Bulgaria,Malta,2022,0.010437324
BGR,Bulgaria,Cyprus,2022,1.857843649
BGR,Bulgaria,Croatia,2022,0.067842605
BGR,Bulgaria,Central African Republic,2022,0
BGR,Bulgaria,Marshall Islands,2022,0
BGR,Bulgaria,Eswatini,2022,0
BGR,Bulgaria,Austria,2022,0.224402463
BGR,Bulgaria,Kenya,2022,0.052186619
BGR,Bulgaria,Madagascar,2022,0
BGR,Bulgaria,Netherlands,2022,0.245277111
BGR,Bulgaria,Germany,2022,9.038722472
BGR,Bulgaria,Iceland,2022,0.005218662
BGR,Bulgaria,Korea,2022,0.083498591
BGR,Bulgaria,Norway,2022,0.537522179
BGR,Bulgaria,Cayman Islands,2022,0
BGR,Bulgaria,Belize,2022,0
BGR,Bulgaria,Bangladesh,2022,0.109591901
BGR,Bulgaria,Belarus,2022,0.120029225
BGR,Bulgaria,Brazil,2022,0.078279929
BGR,Bulgaria,Barbados,2022,0
BGR,Bulgaria,British Virgin Islands,2022,0
BGR,Bulgaria,Benin,2022,0
BGR,Bulgaria,Brunei Darussalam,2022,0
BGR,Bulgaria,Switzerland,2022,0.130466548
BGR,Bulgaria,Turkmenistan,2022,0.02609331
BGR,Bulgaria,Slovak Republic,2022,0.046967957
BGR,Bulgaria,Ecuador,2022,0.010437324
BGR,Bulgaria,Anguilla,2022,0
BGR,Bulgaria,Turkey,2022,4.201022858
BGR,Bulgaria,Andorra,2022,0
BGR,Bulgaria,Antigua and Barbuda,2022,0
BRA,Brazil,Jordan,2022,0.029155733
BRA,Brazil,Rwanda,2022,0.004165105
BRA,Brazil,Africa,2022,22.06672498
BGR,Bulgaria,Bolivia,2022,0.005218662
BGR,Bulgaria,Ireland,2022,1.800438368
BGR,Bulgaria,Denmark,2022,0.120029225
BGR,Bulgaria,Indonesia,2022,0.015655986
BGR,Bulgaria,Oceania,2022,0.125247886
BGR,Bulgaria,Kazakhstan,2022,2.186619351
BGR,Bulgaria,Other countries unspecified,2022,0
BGR,Bulgaria,Somalia,2022,0.031311972
BGR,Bulgaria,Saudi Arabia,2022,0.099154577
BGR,Bulgaria,China,2022,1.116793654
BGR,Bulgaria,Honduras,2022,0.010437324
BGR,Bulgaria,India,2022,1.94134224
BGR,Bulgaria,Korea,2022,0.02609331
BGR,Bulgaria,Iran,2022,0.401836969
BGR,Bulgaria,Eritrea,2022,0
BGR,Bulgaria,Israel,2022,0.454023588
BGR,Bulgaria,Jamaica,2022,0.005218662
BGR,Bulgaria,Aruba,2022,0
BGR,Bulgaria,Colombia,2022,0.031311972
BGR,Bulgaria,Ukraine,2022,7.013881641
BGR,Bulgaria,Afghanistan,2022,0.057405281
BGR,Bulgaria,Sudan,2022,0.02609331
BGR,Bulgaria,Romania,2022,0.099154577
BGR,Bulgaria,Puerto Rico,2022,0
BGR,Bulgaria,Macau,2022,0
BGR,Bulgaria,Portugal,2022,0.203527815
BGR,Bulgaria,Bosnia and Herzegovina,2022,0.02609331
BGR,Bulgaria,Cook Islands,2022,0
BGR,Bulgaria,Saint Lucia,2022,0
BGR,Bulgaria,Mali,2022,0
BGR,Bulgaria,Niger,2022,0
BGR,Bulgaria,Thailand,2022,0.005218662
BGR,Bulgaria,Bahrain,2022,0.005218662
BGR,Bulgaria,Georgia,2022,0.130466548
BGR,Bulgaria,Canada,2022,0.307901054
BGR,Bulgaria,Papua New Guinea,2022,0.015655986
BGR,Bulgaria,Armenia,2022,0.166997182
BGR,Bulgaria,Mongolia,2022,0.156559858
BGR,Bulgaria,Singapore,2022,0
BGR,Bulgaria,Hungary,2022,0.031311972
BGR,Bulgaria,Latvia,2022,0.031311972
BGR,Bulgaria,Spain,2022,0.516647532
BGR,Bulgaria,Paraguay,2022,0
BGR,Bulgaria,Cambodia,2022,0
BGR,Bulgaria,Montenegro,2022,0.036530634
BGR,Bulgaria,San Marino,2022,0
BGR,Bulgaria,Oman,2022,0.02609331
BGR,Bulgaria,Pakistan,2022,0.281807744
BGR,Bulgaria,Kiribati,2022,0
BGR,Bulgaria,Poland,2022,0.13568521
BGR,Bulgaria,Nicaragua,2022,0
BGR,Bulgaria,Palestinian Authority or West Bank and Gaza Strip,2022,0.104373239
BGR,Bulgaria,Nigeria,2022,0.631458094
BGR,Bulgaria,Bahamas,2022,0.005218662
BGR,Bulgaria,Turks and Caicos Islands,2022,0
BGR,Bulgaria,Cameroon,2022,0.015655986
BGR,Bulgaria,Botswana,2022,0.005218662
BGR,Bulgaria,Angola,2022,0.208746477
BGR,Bulgaria,United Kingdom,2022,14.89927982
BGR,Bulgaria,Kosovo,2022,0.845423233
BGR,Bulgaria,Iraq,2022,0.281807744
BGR,Bulgaria,Uzbekistan,2022,0.109591901
BGR,Bulgaria,Cuba,2022,0.010437324
BGR,Bulgaria,Palau,2022,0
BGR,Bulgaria,Malawi,2022,0
BGR,Bulgaria,Malaysia,2022,0.020874648
BGR,Bulgaria,Gambia,2022,0
BGR,Bulgaria,Estonia,2022,0.010437324
BGR,Bulgaria,Equatorial Guinea,2022,0
BGR,Bulgaria,Samoa,2022,0
BGR,Bulgaria,C�te d'Ivoire,2022,0.010437324
BGR,Bulgaria,Moldova,2022,2.197056675
BGR,Bulgaria,France,2022,0.527084855
BGR,Bulgaria,Dominican Republic,2022,0.005218662
BGR,Bulgaria,Seychelles,2022,0.005218662
BGR,Bulgaria,Tanzania,2022,0
BGR,Bulgaria,Viet Nam,2022,0.276589083
BGR,Bulgaria,Saint Vincent and the Grenadines,2022,0.005218662
BGR,Bulgaria,Lithuania,2022,0.010437324
BGR,Bulgaria,Suriname,2022,0
BGR,Bulgaria,Sint Maarten,2022,0
BRA,Brazil,Paraguay,2022,5.289683036
BRA,Brazil,Latvia,2022,0
BRA,Brazil,Puerto Rico,2022,0
BRA,Brazil,San Marino,2022,0
BGR,Bulgaria,South Sudan,2022,0
BGR,Bulgaria,Senegal,2022,0
BGR,Bulgaria,Sierra Leone,2022,0
BGR,Bulgaria,Guinea,2022,0
BGR,Bulgaria,Asia unspecified,2022,0
BGR,Bulgaria,Finland,2022,0.198309154
BGR,Bulgaria,Venezuela,2022,0.010437324
BGR,Bulgaria,Asia,2022,16.58490763
BGR,Bulgaria,Oceania unspecified,2022,0
BGR,Bulgaria,Sri Lanka,2022,0.036530634
BGR,Bulgaria,Egypt,2022,0.292245068
BGR,Bulgaria,Northern America unspecified,2022,0
BGR,Bulgaria,Ethiopia,2022,0.005218662
BGR,Bulgaria,Djibouti,2022,0
BGR,Bulgaria,Solomon Islands,2022,0
BGR,Bulgaria,Europe unspecified,2022,0
BGR,Bulgaria,Fiji,2022,0
BGR,Bulgaria,Guatemala,2022,0.005218662
HRV,Croatia,Luxembourg,2022,0.069747167
HRV,Croatia,Cayman Islands,2022,0
HRV,Croatia,Norway,2022,0.732345248
HRV,Croatia,Antigua and Barbuda,2022,0
HRV,Croatia,Turkmenistan,2022,0.034873583
HRV,Croatia,Belize,2022,0
HRV,Croatia,British Virgin Islands,2022,0
HRV,Croatia,Madagascar,2022,0
HRV,Croatia,Benin,2022,0.034873583
HRV,Croatia,Bulgaria,2022,0.2092415
HRV,Croatia,Brunei Darussalam,2022,0
HRV,Croatia,Turkey,2022,1.063644289
HRV,Croatia,Slovak Republic,2022,0.488230166
HRV,Croatia,Switzerland,2022,0.610287707
HRV,Croatia,Slovenia,2022,3.487358326
HRV,Croatia,Ecuador,2022,0
HRV,Croatia,Brazil,2022,0.453356582
HRV,Croatia,Andorra,2022,0
HRV,Croatia,Argentina,2022,0.174367916
HRV,Croatia,Lithuania,2022,0.313862249
HRV,Croatia,Anguilla,2022,0
HRV,Croatia,Cameroon,2022,0.034873583
HRV,Croatia,Mauritania,2022,0
HRV,Croatia,Chile,2022,0.087183958
HRV,Croatia,Burundi,2022,0
HRV,Croatia,El Salvador,2022,0
HRV,Croatia,Denmark,2022,0.034873583
HRV,Croatia,Ireland,2022,0.278988666
HRV,Croatia,India,2022,0.313862249
HRV,Croatia,Honduras,2022,0
HRV,Croatia,Saudi Arabia,2022,0.017436792
HRV,Croatia,Tuvalu,2022,0
HRV,Croatia,Northern America,2022,2.545771578
HRV,Croatia,Kazakhstan,2022,0.087183958
HRV,Croatia,Somalia,2022,0
HRV,Croatia,Europe,2022,88.94507411
HRV,Croatia,China,2022,0.331299041
HRV,Croatia,Oceania,2022,0.10462075
HRV,Croatia,Korea,2022,0
HRV,Croatia,Tajikistan,2022,0.017436792
HRV,Croatia,Holy See,2022,0
HRV,Croatia,Indonesia,2022,0.156931125
HRV,Croatia,Lao People’s Democratic Republic,2022,0
HRV,Croatia,Burkina Faso,2022,0
HRV,Croatia,Myanmar,2022,0
HRV,Croatia,Equatorial Guinea,2022,0
HRV,Croatia,Japan,2022,0.10462075
HRV,Croatia,Australia,2022,0.069747167
HRV,Croatia,Bolivia,2022,0.017436792
HRV,Croatia,Other countries unspecified,2022,0.156931125
HRV,Croatia,Democratic Republic of the Congo,2022,0.017436792
HRV,Croatia,Azerbaijan,2022,0.122057541
HRV,Croatia,Zambia,2022,0
HRV,Croatia,Libya,2022,0.034873583
HRV,Croatia,Comoros,2022,0
HRV,Croatia,Oman,2022,0
HRV,Croatia,United Arab Emirates,2022,0.139494333
HRV,Croatia,Canada,2022,0.767218832
BGR,Bulgaria,Mexico,2022,0.031311972
BGR,Bulgaria,Latin America and the Caribbean unspecified,2022,0
BGR,Bulgaria,Liberia,2022,0
BGR,Bulgaria,Italy,2022,4.409769335
BGR,Bulgaria,Guyana,2022,0
BGR,Bulgaria,Uruguay,2022,0
BGR,Bulgaria,Argentina,2022,0.005218662
BGR,Bulgaria,Slovenia,2022,0.020874648
BGR,Bulgaria,Tuvalu,2022,0
BGR,Bulgaria,Burundi,2022,0.005218662
BGR,Bulgaria,Maldives,2022,0
BGR,Bulgaria,Nepal,2022,0.041749295
BGR,Bulgaria,Belgium,2022,0.198309154
BGR,Bulgaria,Latin America and the Caribbean,2022,0.240058449
BGR,Bulgaria,South Africa,2022,0.093935915
BGR,Bulgaria,Mozambique,2022,0.010437324
BGR,Bulgaria,Micronesia,2022,0
BGR,Bulgaria,Costa Rica,2022,0.005218662
BGR,Bulgaria,Syrian Arab Republic,2022,0.641895418
BGR,Bulgaria,Haiti,2022,0
BGR,Bulgaria,Panama,2022,0.005218662
BGR,Bulgaria,Qatar,2022,0.16177852
BGR,Bulgaria,Sao Tome and Principe,2022,0
BGR,Bulgaria,Saint Kitts and Nevis,2022,0
BGR,Bulgaria,Philippines,2022,0.036530634
BGR,Bulgaria,Russia,2022,1.748251748
BGR,Bulgaria,Peru,2022,0.005218662
BGR,Bulgaria,Africa unspecified,2022,0
BGR,Bulgaria,Montserrat,2022,0
BGR,Bulgaria,Niue,2022,0
BGR,Bulgaria,Algeria,2022,0.041749295
BGR,Bulgaria,Nauru,2022,0
HRV,Croatia,Greece,2022,0.418482999
HRV,Croatia,Morocco,2022,0.10462075
HRV,Croatia,Cabo Verde,2022,0
HRV,Croatia,Bhutan,2022,0
HRV,Croatia,Micronesia,2022,0
HRV,Croatia,North Macedonia,2022,0.836965998
HRV,Croatia,Africa,2022,0.976460331
HRV,Croatia,Chad,2022,0
HRV,Croatia,Grenada,2022,0
HRV,Croatia,Thailand,2022,0.017436792
HRV,Croatia,Italy,2022,3.469921534
HRV,Croatia,Costa Rica,2022,0.017436792
HRV,Croatia,Tonga,2022,0
HRV,Croatia,Curaçao,2022,0
HRV,Croatia,United States,2022,1.778552746
HRV,Croatia,Liberia,2022,0
HRV,Croatia,Latin America and the Caribbean unspecified,2022,0
HRV,Croatia,Mexico,2022,0.523103749
HRV,Croatia,Guyana,2022,0
HRV,Croatia,Maldives,2022,0
HRV,Croatia,Czechia,2022,0.662598082
HRV,Croatia,Congo,2022,0.034873583
HRV,Croatia,Africa unspecified,2022,0
HRV,Croatia,Hong Kong,2022,0
HRV,Croatia,Iraq,2022,0.034873583
HRV,Croatia,Kyrgyzstan,2022,0
HRV,Croatia,Angola,2022,0.017436792
HRV,Croatia,United Kingdom,2022,0.523103749
HRV,Croatia,Botswana,2022,0
HRV,Croatia,Bangladesh,2022,0.052310375
HRV,Croatia,Bahamas,2022,0
HRV,Croatia,Barbados,2022,0
HRV,Croatia,Palau,2022,0
HRV,Croatia,Moldova,2022,0.10462075
HRV,Croatia,Kosovo,2022,0.924149956
HRV,Croatia,Uzbekistan,2022,0.034873583
HRV,Croatia,C�te d'Ivoire,2022,0
HRV,Croatia,Malaysia,2022,0.017436792
HRV,Croatia,Monaco,2022,0
HRV,Croatia,Viet Nam,2022,0.017436792
HRV,Croatia,Estonia,2022,0.052310375
HRV,Croatia,Cuba,2022,0
HRV,Croatia,Malawi,2022,0
HRV,Croatia,Samoa,2022,0
HRV,Croatia,Dominican Republic,2022,0.034873583
HRV,Croatia,France,2022,6.434176112
HRV,Croatia,South Sudan,2022,0
HRV,Croatia,Turks and Caicos Islands,2022,0
HRV,Croatia,Guinea,2022,0
HRV,Croatia,Tanzania,2022,0
HRV,Croatia,Seychelles,2022,0
HRV,Croatia,Suriname,2022,0
HRV,Croatia,Togo,2022,0
HRV,Croatia,Sao Tome and Principe,2022,0
HRV,Croatia,Trinidad and Tobago,2022,0.017436792
HRV,Croatia,Sint Maarten,2022,0
HRV,Croatia,Gambia,2022,0
HRV,Croatia,Senegal,2022,0
HRV,Croatia,Yemen,2022,0
HRV,Croatia,Europe unspecified,2022,0.488230166
HRV,Croatia,Sierra Leone,2022,0.017436792
BGR,Bulgaria,Monaco,2022,0
BGR,Bulgaria,Togo,2022,0
BGR,Bulgaria,Uganda,2022,0.005218662
BGR,Bulgaria,Trinidad and Tobago,2022,0
HRV,Croatia,Nigeria,2022,0.10462075
HRV,Croatia,Zimbabwe,2022,0.017436792
HRV,Croatia,Venezuela,2022,0.156931125
HRV,Croatia,Asia unspecified,2022,0.034873583
HRV,Croatia,Oceania unspecified,2022,0
HRV,Croatia,Egypt,2022,0.156931125
HRV,Croatia,Northern America unspecified,2022,0
HRV,Croatia,Fiji,2022,0
HRV,Croatia,Mauritius,2022,0
HRV,Croatia,Kuwait,2022,0.017436792
HRV,Croatia,Iran,2022,0.191804708
HRV,Croatia,Marshall Islands,2022,0
HRV,Croatia,Austria,2022,0.627724499
HRV,Croatia,Central African Republic,2022,0
HRV,Croatia,Bermuda,2022,0
HRV,Croatia,Cyprus,2022,0.034873583
HRV,Croatia,Liechtenstein,2022,0
HRV,Croatia,Lesotho,2022,0
HRV,Croatia,Djibouti,2022,0
HRV,Croatia,Kenya,2022,0.052310375
HRV,Croatia,Malta,2022,0.052310375
HRV,Croatia,Germany,2022,10.98517873
HRV,Croatia,Korea,2022,0.10462075
HRV,Croatia,Iceland,2022,0.017436792
HRV,Croatia,Netherlands,2022,0.697471665
HRV,Croatia,Belarus,2022,0
ROU,Romania,Central African Republic,2022,0.011503509
ROU,Romania,Democratic Republic of the Congo,2022,0.152421489
ROU,Romania,Chile,2022,0.02013114
ROU,Romania,Myanmar,2022,0
ROU,Romania,Burkina Faso,2022,0.011503509
ROU,Romania,Equatorial Guinea,2022,0.008627631
ROU,Romania,Tokelau,2022,0
ROU,Romania,Libya,2022,0.115035086
ROU,Romania,Australia,2022,0.037386403
ROU,Romania,Azerbaijan,2022,0.031634649
ROU,Romania,United Arab Emirates,2022,0.146669734
ROU,Romania,Palestinian Authority or West Bank and Gaza Strip,2022,0.739100426
